assembly_accession	species	subsp	strain
GCF_018093205.1	Staphylococcus aureus		CI/BAC/25/13/W
GCF_018093225.1	Staphylococcus aureus		PS/BAC/317/16/W
GCF_018135565.1	Staphylococcus aureus		17Gst354
GCF_018141385.1	Staphylococcus aureus		19/Msa0875
GCF_018336515.1	Staphylococcus aureus		SR231
GCF_018336535.1	Staphylococcus aureus		SR130
GCF_018399115.1	Staphylococcus aureus		PNID0137
GCF_018409145.1	Staphylococcus aureus		2007-13
GCF_018502005.1	Staphylococcus aureus		Colony590
GCF_018502025.1	Staphylococcus aureus		Colony586
GCF_018502045.1	Staphylococcus aureus		Colony170
GCF_018502065.1	Staphylococcus aureus		Colony529
GCF_018502125.1	Staphylococcus aureus		Colony584
GCF_018502145.1	Staphylococcus aureus		Colony579
GCF_018502165.1	Staphylococcus aureus		Colony103
GCF_018502185.1	Staphylococcus aureus		Colony88
GCF_018502285.1	Staphylococcus aureus		Colony106
GCF_018502365.1	Staphylococcus aureus		Colony583
GCF_018513625.1	Staphylococcus aureus		Colony3
GCF_900004855.1	Staphylococcus aureus		B155
GCF_900017775.1	Staphylococcus aureus		NZAK3
GCF_900092595.1	Staphylococcus aureus		Sa_Newman_UoM
GCF_900096745.1	Staphylococcus aureus		AUS0325
GCF_900129335.1	Staphylococcus aureus		Clinical isolate
GCF_900240125.1	Staphylococcus aureus		Staphylococcus aureus 171
GCF_900323905.1	Staphylococcus aureus		24117-WT
GCF_900323925.1	Staphylococcus aureus		1549-WT
GCF_900323955.1	Staphylococcus aureus		1549-REV
GCF_900323965.1	Staphylococcus aureus		1549-SCV
GCF_900324045.1	Staphylococcus aureus		24117-REV
GCF_900324065.1	Staphylococcus aureus		24117-SCV
GCF_900324205.1	Staphylococcus aureus		1_1439
GCF_900324215.1	Staphylococcus aureus		3_LA_115
GCF_900324225.1	Staphylococcus aureus		7_4623
GCF_900324245.1	Staphylococcus aureus		8_LA_272
GCF_900324255.1	Staphylococcus aureus		2_LA_86
GCF_900324265.1	Staphylococcus aureus		9_LA_281
GCF_900324275.1	Staphylococcus aureus		6_LA_232
GCF_900324285.1	Staphylococcus aureus		4_LA_208
GCF_900324295.1	Staphylococcus aureus		16_LA_309
GCF_900324305.1	Staphylococcus aureus		13_LA_301
GCF_900324315.1	Staphylococcus aureus		12_LA_293
GCF_900324325.1	Staphylococcus aureus		14_5418
GCF_900324335.1	Staphylococcus aureus		15_LA_305
GCF_900324345.1	Staphylococcus aureus		17_LA_343
GCF_900324355.1	Staphylococcus aureus		10_5235
GCF_900324365.1	Staphylococcus aureus		19_LA_388
GCF_900324385.1	Staphylococcus aureus		20_LA_415
GCF_900324405.1	Staphylococcus aureus		21_LA_436
GCF_900324415.1	Staphylococcus aureus		22_LA_562
GCF_900474525.1	Staphylococcus aureus		NCTC13394
GCF_900474535.1	Staphylococcus aureus		NCTC7485
GCF_900474555.1	Staphylococcus aureus		NCTC13137
GCF_900474565.1	Staphylococcus aureus		NCTC8726
GCF_900474575.1	Staphylococcus aureus		NCTC9944
GCF_900474665.1	Staphylococcus aureus		NCTC9752
GCF_900474675.1	Staphylococcus aureus		NCTC3761
GCF_900474695.1	Staphylococcus aureus		NCTC5663
GCF_900474715.1	Staphylococcus aureus		NCTC6136
GCF_900474735.1	Staphylococcus aureus		NCTC13395
GCF_900474755.1	Staphylococcus aureus		NCTC10344
GCF_900475055.1	Staphylococcus aureus		NCTC11940
GCF_900478245.1	Staphylococcus aureus		NCTC13277
GCF_900607245.1	Staphylococcus aureus		JKD6009
GCF_900607255.1	Staphylococcus aureus		BPH2019
GCF_900607265.1	Staphylococcus aureus		BPH2003
GCF_900607275.1	Staphylococcus aureus		BPH2070
GCF_900607295.1	Staphylococcus aureus		BPH2869
GCF_900607305.1	Staphylococcus aureus		BPH2056
GCF_900620215.1	Staphylococcus aureus		BPH2760
GCF_900620225.1	Staphylococcus aureus		BPH2819
GCF_900620235.1	Staphylococcus aureus		BPH2900
GCF_900620245.1	Staphylococcus aureus		BPH2947
GCF_900620255.1	Staphylococcus aureus		BPH2986
GCF_900635095.1	Staphylococcus aureus		NCTC8317
GCF_900635245.1	Staphylococcus aureus		NCTC13142
GCF_900635265.1	Staphylococcus aureus		NCTC12233
GCF_900635285.1	Staphylococcus aureus		NCTC7121
GCF_900635305.1	Staphylococcus aureus		NCTC4137
GCF_900635335.1	Staphylococcus aureus		NCTC11965
GCF_900635505.1	Staphylococcus aureus		NCTC4163
GCF_900635905.1	Staphylococcus aureus		NCTC13616
GCF_900636335.1	Staphylococcus aureus		NCTC7988
GCF_900636695.1	Staphylococcus aureus		NCTC1803
GCF_900637155.1	Staphylococcus aureus		NCTC13811
GCF_903932595.1	Staphylococcus aureus		P3.1
GCF_903932605.1	Staphylococcus aureus		HU-14
GCF_900475245.1	Staphylococcus aureus	aureus NCTC 8325	NCTC 8325
GCF_000012045.1	Staphylococcus aureus	aureus COL	COL
GCF_000009665.1	Staphylococcus aureus	aureus Mu50	Mu50
GCF_000009645.1	Staphylococcus aureus	aureus N315	N315
GCF_000011265.1	Staphylococcus aureus	aureus MW2	MW2
GCF_000009005.1	Staphylococcus aureus		RF122
GCF_000011505.1	Staphylococcus aureus	aureus MRSA252	MRSA252
GCF_000011525.1	Staphylococcus aureus	aureus MSSA476	MSSA476
GCF_000016805.1	Staphylococcus aureus	aureus JH9	JH9
GCF_000017125.1	Staphylococcus aureus	aureus JH1	JH1
GCF_002993865.1	Staphylococcus aureus	aureus USA300	NRS384
GCF_000010445.1	Staphylococcus aureus	aureus Mu3	Mu3
GCF_000010465.1	Staphylococcus aureus	aureus	Newman
GCF_002310435.1	Staphylococcus aureus	aureus	NYU_Newman
GCF_000013465.1	Staphylococcus aureus	aureus USA300_FPR3757	FPR3757
GCF_000017085.1	Staphylococcus aureus	aureus USA300_TCH1516	USA300_TCH1516
GCF_000009585.1	Staphylococcus aureus	aureus ST398	type strain:ST398 S0385
GCF_000145595.1	Staphylococcus aureus	aureus	JKD6008
GCF_000160195.1	Staphylococcus aureus	aureus MN8	MN8
GCF_000159535.2	Staphylococcus aureus	aureus TCH60	MRSA_TCH60
GCF_000160335.2	Staphylococcus aureus	aureus 55/2053	55/2053
GCF_000027045.1	Staphylococcus aureus	aureus TW20	TW20
GCF_000024585.1	Staphylococcus aureus	aureus ED98	ED98
GCF_000210315.1	Staphylococcus aureus	aureus ED133	ED133
GCF_000025145.1	Staphylococcus aureus		04-02981
GCF_015475575.1	Staphylococcus aureus		LAC
GCF_000144955.1	Staphylococcus aureus	aureus JKD6159	JKD6159
GCF_000253135.1	Staphylococcus aureus	aureus ECT-R 2	ECT-R 2
GCF_000189455.2	Staphylococcus aureus		O46
GCF_000237265.1	Staphylococcus aureus	aureus LGA251	LGA251
GCF_000204665.1	Staphylococcus aureus	aureus T0131	T0131
GCF_000245495.1	Staphylococcus aureus	aureus VC40	VC40
GCF_000284535.1	Staphylococcus aureus	aureus HO 5096 0412	HO 5096 0412
GCF_000382965.1	Staphylococcus aureus	aureus ST228	ST228 16035
GCF_000382985.1	Staphylococcus aureus	aureus ST228	ST228 16125
GCF_000383005.1	Staphylococcus aureus	aureus ST228	ST228 18583
GCF_000967325.1	Staphylococcus aureus	aureus ST228	ST228 10388
GCF_000967345.1	Staphylococcus aureus	aureus ST228	ST228 10497
GCF_000967365.1	Staphylococcus aureus	aureus ST228	ST228 10497
GCF_000967385.1	Staphylococcus aureus	aureus ST228	ST228 18341
GCF_000967405.1	Staphylococcus aureus	aureus ST228	ST228 18412
GCF_000237125.2	Staphylococcus aureus	aureus M013	M013
GCF_000239235.1	Staphylococcus aureus	aureus 11819-97	11819-97
GCF_000258685.1	Staphylococcus aureus	aureus 71193	71193
GCF_000463055.1	Staphylococcus aureus	aureus CN1	CN1
GCF_000470865.1	Staphylococcus aureus	aureus SA40	SA40
GCF_000470845.1	Staphylococcus aureus	aureus SA957	SA957
GCF_000296595.1	Staphylococcus aureus		08BA02176
GCF_000367745.1	Staphylococcus aureus		M1
GCF_000412775.1	Staphylococcus aureus		CA-347
GCF_000828035.1	Staphylococcus aureus	aureus ST772-MRSA-V	DAR4145
GCF_000737615.1	Staphylococcus aureus	aureus SA268	SA268
GCF_000452385.2	Staphylococcus aureus	aureus Tager 104	Tager 104
GCF_000462955.1	Staphylococcus aureus	aureus 6850	6850
GCF_000485885.1	Staphylococcus aureus	aureus Z172	Z172
GCF_000568455.1	Staphylococcus aureus		USA300-ISMMS1
