assembly_accession	species	subsp	strain
GCF_002762135.3	Salmonella enterica	enterica serovar Typhimurium	BL10
GCF_002813935.1	Salmonella enterica	enterica serovar Typhimurium	FORC50
GCF_002947135.1	Salmonella enterica	enterica serovar Typhimurium	AR_0031
GCF_002983965.1	Salmonella enterica	enterica serovar Typhimurium	FDAARGOS_320
GCF_002984285.1	Salmonella enterica	enterica serovar Typhimurium	FDAARGOS_317
GCF_003031835.1	Salmonella enterica	enterica serovar Typhimurium	FORC58
GCF_003032015.1	Salmonella enterica	enterica serovar Typhimurium	PIR00538
GCF_003994655.1	Salmonella enterica	enterica serovar Typhimurium	RSE04
GCF_004022525.1	Salmonella enterica	enterica serovar Typhimurium	B3589
GCF_004194625.2	Salmonella enterica	enterica serovar Typhimurium	sg_wt7
GCF_004792435.1	Salmonella enterica	enterica serovar Typhimurium	PNCS014851
GCF_004919365.1	Salmonella enterica	enterica serovar Typhimurium	PNCS014862
GCF_005154105.1	Salmonella enterica	enterica serovar Typhimurium	NRRL B-4212
GCF_005166225.1	Salmonella enterica	enterica serovar Typhimurium	FORC88
GCF_005537375.1	Salmonella enterica	enterica serovar Typhimurium	PNCS014879
GCF_005844025.1	Salmonella enterica	enterica serovar Typhimurium	TJWQ005
GCF_005885855.1	Salmonella enterica	enterica serovar Typhimurium	SAP17-7399
GCF_005885875.1	Salmonella enterica	enterica serovar Typhimurium	SAP17-7699
GCF_005885895.1	Salmonella enterica	enterica serovar Typhimurium	SAP17-7299
GCF_005885935.1	Salmonella enterica	enterica serovar Typhimurium	SAP17-8290
GCF_006088735.1	Salmonella enterica	enterica serovar Typhimurium	14028
GCF_006351805.1	Salmonella enterica	enterica serovar Typhimurium	SAP18-6199
GCF_006384195.1	Salmonella enterica	enterica serovar Typhimurium	10ST07093
GCF_007431545.1	Salmonella enterica	enterica serovar Typhimurium	FORC098
GCF_008727515.1	Salmonella enterica	enterica serovar Typhimurium	AR-0408
GCF_009497835.1	Salmonella enterica	enterica serovar Typhimurium	SL26
GCF_009497855.1	Salmonella enterica	enterica serovar Typhimurium	SO21
GCF_009664575.1	Salmonella enterica	enterica serovar Typhimurium	AUSMDU00010530
GCF_009664595.1	Salmonella enterica	enterica serovar Typhimurium	AUSMDU00010529
GCF_009664635.1	Salmonella enterica	enterica serovar Typhimurium	AUSMDU00008979
GCF_009857075.1	Salmonella enterica	enterica serovar Typhimurium	RM13672
GCF_009884375.1	Salmonella enterica	enterica serovar Typhimurium	NCCP 16207
GCF_011304815.1	Salmonella enterica	enterica serovar Typhimurium	YU07-18
GCF_012050025.1	Salmonella enterica	enterica serovar Typhimurium	ST46
GCF_012051085.1	Salmonella enterica	enterica serovar Typhimurium	ST113
GCF_012051245.1	Salmonella enterica	enterica serovar Typhimurium	ST106
GCF_012051385.1	Salmonella enterica	enterica serovar Typhimurium	ST101
GCF_012051625.1	Salmonella enterica	enterica serovar Typhimurium	ST90
GCF_012052225.1	Salmonella enterica	enterica serovar Typhimurium	ST45
GCF_012530215.1	Salmonella enterica	enterica serovar Typhimurium	OLF-FSR1_WB_Hawk_ST-33
GCF_012530335.1	Salmonella enterica	enterica serovar Typhimurium	OLF_FSR1_WB_Finch_ST-13
GCF_013206965.1	Salmonella enterica	enterica serovar Typhimurium	SS2017
GCF_013207105.1	Salmonella enterica	enterica serovar Typhimurium	SL7207
GCF_013416235.1	Salmonella enterica	enterica serovar Typhimurium	GSJ/2017-Sal-008
GCF_013487765.1	Salmonella enterica	enterica serovar Typhimurium	SH160
GCF_014250355.1	Salmonella enterica	enterica serovar Typhimurium	BKQZM9
GCF_014334155.1	Salmonella enterica	enterica serovar Typhimurium	LT2
GCF_015052745.1	Salmonella enterica	enterica serovar Typhimurium	BBS1407
GCF_015052765.1	Salmonella enterica	enterica serovar Typhimurium	BBS1406
GCF_015052785.1	Salmonella enterica	enterica serovar Typhimurium	BBS1359
GCF_015052805.1	Salmonella enterica	enterica serovar Typhimurium	BBS1358lrg
GCF_015052825.1	Salmonella enterica	enterica serovar Typhimurium	BBS1358sml
GCF_015074905.1	Salmonella enterica	enterica serovar Typhimurium	R17.1451
GCF_015475615.1	Salmonella enterica	enterica serovar Typhimurium	LT7
GCF_015565735.1	Salmonella enterica	enterica serovar Typhimurium	NCTC 74
GCF_015697745.1	Salmonella enterica	enterica serovar Typhimurium	S585
GCF_015697785.1	Salmonella enterica	enterica serovar Typhimurium	S441
GCF_015697805.1	Salmonella enterica	enterica serovar Typhimurium	S438
GCF_015697825.1	Salmonella enterica	enterica serovar Typhimurium	S304
GCF_015732575.1	Salmonella enterica	enterica serovar Typhimurium	S520
GCF_016025415.1	Salmonella enterica	enterica serovar Typhimurium	R18.1078
GCF_016452165.1	Salmonella enterica	enterica serovar Typhimurium	CVM 28321-a
GCF_016454365.1	Salmonella enterica	enterica serovar Typhimurium	CVM 24362
GCF_016454445.1	Salmonella enterica	enterica serovar Typhimurium	CVM 24350
GCF_016454605.1	Salmonella enterica	enterica serovar Typhimurium	CVM 20762
GCF_016864495.1	Salmonella enterica	enterica serovar Typhimurium	ATCC 14028
GCF_016917535.1	Salmonella enterica	enterica serovar Typhimurium	Colony541
GCF_016917575.1	Salmonella enterica	enterica serovar Typhimurium	Colony113
GCF_016952595.1	Salmonella enterica	enterica serovar Typhimurium	CVM 28321-b
GCF_017094605.1	Salmonella enterica	enterica serovar Typhimurium	AB42049
GCF_017893505.1	Salmonella enterica	enterica serovar Typhimurium	ER3625
GCF_017893625.1	Salmonella enterica	enterica serovar Typhimurium	LB5000
GCF_018310415.1	Salmonella enterica	enterica serovar Typhimurium	A_cip
GCF_018310435.1	Salmonella enterica	enterica serovar Typhimurium	C_cip
GCF_018310455.1	Salmonella enterica	enterica serovar Typhimurium	2B_cip
GCF_018326605.1	Salmonella enterica	enterica serovar Typhimurium	SO_8752_Stm
GCF_900166885.1	Salmonella enterica	enterica serovar Typhimurium	VNB151-sc-2315230
GCF_900184385.1	Salmonella enterica	enterica serovar Typhimurium	STMU2UK
GCF_903989485.1	Salmonella enterica	enterica serovar Typhimurium	5d8c9f00c6184d00f9da85a6:sample:O1960-05
GCF_907163145.1	Salmonella enterica	enterica serovar Typhimurium	AUSMDU00027944
GCF_907163175.1	Salmonella enterica	enterica serovar Typhimurium	AUSMDU00004549
GCF_907163195.1	Salmonella enterica	enterica serovar Typhimurium	AUSMDU00027951
GCF_907163245.1	Salmonella enterica	enterica serovar Typhimurium	AUSMDU00007171
GCF_003589785.1	Salmonella enterica	enterica serovar Dublin	CVM N53043
GCF_003589805.1	Salmonella enterica	enterica serovar Dublin	CVM N45955
GCF_003589825.1	Salmonella enterica	enterica serovar Dublin	CVM 34981
GCF_003589845.1	Salmonella enterica	enterica serovar Dublin	CVM 22453
GCF_003589865.1	Salmonella enterica	enterica serovar Dublin	CVM 22429
GCF_003590755.1	Salmonella enterica	enterica serovar Dublin	USMARC-69838
GCF_003595645.1	Salmonella enterica	enterica serovar Dublin	USMARC-69840
GCF_003595725.1	Salmonella enterica	enterica serovar Dublin	USMARC-69807
GCF_000006945.2	Salmonella enterica	enterica serovar Typhimurium	
GCF_001278295.1	Salmonella enterica	enterica serovar Newport	0211-109
GCF_001890165.1	Salmonella enterica	enterica serovar Newport	CFSAN001660
GCF_001890185.1	Salmonella enterica	enterica serovar Newport	CFSAN003890
GCF_001890445.1	Salmonella enterica	enterica serovar Newport	CFSAN003887
GCF_001922165.1	Salmonella enterica	enterica serovar Newport	0007-33
GCF_004224885.1	Salmonella enterica	enterica serovar Newport	SAP18-8729
GCF_013376915.1	Salmonella enterica	enterica serovar Newport	VNSEC031
GCF_013376935.1	Salmonella enterica	enterica serovar Newport	VNSEC023
GCF_016452065.1	Salmonella enterica	enterica serovar Newport	CVM 34530
GCF_016454345.1	Salmonella enterica	enterica serovar Newport	CVM 24374
GCF_003073595.1	Salmonella enterica	enterica serovar Montevideo	CFSAN045764
GCF_003130605.1	Salmonella enterica	enterica serovar Montevideo	CFSAN051296
GCF_003641285.1	Salmonella enterica	enterica serovar Montevideo	11TTUC-046
GCF_003864055.1	Salmonella enterica	enterica serovar Montevideo	ATCC 8387
GCF_005576575.1	Salmonella enterica	enterica serovar Montevideo	FCC0123
GCF_003325335.1	Salmonella enterica	enterica serovar Ohio	SA20120345
GCF_000742815.1	Salmonella enterica	enterica serovar Choleraesuis	C500
GCF_016454285.1	Salmonella enterica	enterica serovar Choleraesuis	CVM 28296
GCF_008124445.1	Salmonella enterica	enterica serovar Bredeney	SA20114778WT
GCF_016454405.1	Salmonella enterica	enterica serovar Bredeney	CVM 24358
GCF_001535315.2	Salmonella enterica	enterica serovar Tennessee	CFSAN001387
GCF_002741905.1	Salmonella enterica	enterica serovar Tennessee	CFSAN070643; 4083H attTn7:: Ptrc-gfpUV-cat; bright fluorescence; 1 lactose operon
GCF_003031855.1	Salmonella enterica	enterica serovar Tennessee	PIR00537
GCF_003031875.1	Salmonella enterica	enterica serovar Tennessee	ATCC 10722
GCF_003710185.1	Salmonella enterica	enterica serovar Tennessee	CFSAN076210
GCF_002209205.2	Salmonella enterica	enterica serovar Hadar	FDAARGOS_313
GCF_004768645.1	Salmonella enterica	enterica serovar Hadar	12-2388
GCF_016454325.1	Salmonella enterica	enterica serovar Hadar	CVM 24392
GCF_003324835.1	Salmonella enterica	enterica serovar Brandenburg	SA20113174
GCF_003324855.1	Salmonella enterica	enterica serovar Brandenburg	SA20064858
GCF_004328765.1	Salmonella enterica	enterica serovar Brandenburg	USDA-ARS-USMARC-60983
GCF_003994575.1	Salmonella enterica	enterica serovar Mikawasima	RSE15
GCF_014524585.1	Salmonella enterica	enterica serovar London	HA3-IN1
GCF_014524605.1	Salmonella enterica	enterica serovar London	HA1-SP5
GCF_002234775.1	Salmonella enterica	enterica serovar Braenderup	SA20026289
GCF_007833775.1	Salmonella enterica	enterica serovar Braenderup	FORC93
GCF_000612325.1	Salmonella enterica	enterica serovar Enteritidis	Durban
GCF_000750215.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE7-100819
GCF_000750295.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE9-10012
GCF_000750335.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE10-10052
GCF_000750375.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE11-10058
GCF_000750395.2	Salmonella enterica	enterica serovar Enteritidis	OLF-SE3-98983-4
GCF_000750415.2	Salmonella enterica	enterica serovar Enteritidis	OLF-SE2-98984-6
GCF_000750435.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE4-0317-8
GCF_000750455.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE5-1104-2
GCF_000750475.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE1-1019-1
GCF_000750495.1	Salmonella enterica	enterica serovar Enteritidis	OLF-SE6-00219-16
GCF_000754375.1	Salmonella enterica	enterica serovar Enteritidis	SEJ
GCF_001185215.1	Salmonella enterica	enterica serovar Enteritidis	SEE1
GCF_001185245.1	Salmonella enterica	enterica serovar Enteritidis	SEE2
GCF_001305235.1	Salmonella enterica	enterica serovar Enteritidis	FORC_007
GCF_001484025.1	Salmonella enterica	enterica serovar Enteritidis	CMCC50041
GCF_001647045.1	Salmonella enterica	enterica serovar Enteritidis	OLF-00D989 87-1
GCF_001973275.2	Salmonella enterica	enterica serovar Enteritidis	CFSAN051873
GCF_002128365.1	Salmonella enterica	enterica serovar Enteritidis	CFSAN033543
GCF_002128385.1	Salmonella enterica	enterica serovar Enteritidis	CFSAN033541
GCF_002220345.1	Salmonella enterica	enterica serovar Enteritidis	FORC_052
GCF_002760915.1	Salmonella enterica	enterica serovar Enteritidis	56-3991
GCF_002760935.1	Salmonella enterica	enterica serovar Enteritidis	70-1605
GCF_002760955.1	Salmonella enterica	enterica serovar Enteritidis	74-1357
GCF_002760975.1	Salmonella enterica	enterica serovar Enteritidis	77-2980
GCF_002760995.1	Salmonella enterica	enterica serovar Enteritidis	79-2359
GCF_002761015.1	Salmonella enterica	enterica serovar Enteritidis	81-1435
GCF_002761035.1	Salmonella enterica	enterica serovar Enteritidis	81-1706
GCF_002761055.1	Salmonella enterica	enterica serovar Enteritidis	92-0392
GCF_002761075.1	Salmonella enterica	enterica serovar Enteritidis	93-0639
GCF_002761095.1	Salmonella enterica	enterica serovar Enteritidis	95-0621
GCF_002761115.1	Salmonella enterica	enterica serovar Enteritidis	49-2444
GCF_002761135.1	Salmonella enterica	enterica serovar Enteritidis	69-3861
GCF_002761155.1	Salmonella enterica	enterica serovar Enteritidis	81-1607
GCF_002763415.1	Salmonella enterica	enterica serovar Enteritidis	81-1705
GCF_002813975.1	Salmonella enterica	enterica serovar Enteritidis	SJTUF10978
GCF_002813995.1	Salmonella enterica	enterica serovar Enteritidis	SJTUF10984
GCF_002982095.1	Salmonella enterica	enterica serovar Enteritidis	SE86
GCF_003031995.1	Salmonella enterica	enterica serovar Enteritidis	ATCC BAA-708
GCF_003032035.1	Salmonella enterica	enterica serovar Enteritidis	PIR00532
GCF_003184325.1	Salmonella enterica	enterica serovar Enteritidis	RM4283
GCF_003429365.1	Salmonella enterica	enterica serovar Enteritidis	FORC_075
GCF_003691385.1	Salmonella enterica	enterica serovar Enteritidis	SEO
GCF_003710165.1	Salmonella enterica	enterica serovar Enteritidis	CFSAN076214
GCF_005889955.1	Salmonella enterica	enterica serovar Enteritidis	SAP18-0432
GCF_005889975.1	Salmonella enterica	enterica serovar Enteritidis	SAP18-H9654
GCF_006517055.1	Salmonella enterica	enterica serovar Enteritidis	SJTUF12367v2
GCF_008313815.1	Salmonella enterica	enterica serovar Enteritidis	PT1
GCF_008369645.1	Salmonella enterica	enterica serovar Enteritidis	K12SE001
GCF_009664795.1	Salmonella enterica	enterica serovar Enteritidis	AUSMDU00010528
GCF_009664895.1	Salmonella enterica	enterica serovar Enteritidis	AUSMDU00010527
GCF_009884355.1	Salmonella enterica	enterica serovar Enteritidis	NCCP 16206
GCF_012049805.1	Salmonella enterica	enterica serovar Enteritidis	SE124
GCF_012050205.1	Salmonella enterica	enterica serovar Enteritidis	SE109
GCF_012050385.1	Salmonella enterica	enterica serovar Enteritidis	SE95
GCF_012050525.1	Salmonella enterica	enterica serovar Enteritidis	SE104
GCF_012050745.1	Salmonella enterica	enterica serovar Enteritidis	SE81
GCF_012050905.1	Salmonella enterica	enterica serovar Enteritidis	SE74
GCF_015074885.1	Salmonella enterica	enterica serovar Enteritidis	R17.4111
GCF_015240635.1	Salmonella enterica	enterica serovar Enteritidis	P125109
GCF_015240855.1	Salmonella enterica	enterica serovar Enteritidis	D7795
GCF_015240995.1	Salmonella enterica	enterica serovar Enteritidis	CP255
GCF_015241115.1	Salmonella enterica	enterica serovar Enteritidis	A1636
GCF_008727635.1	Salmonella enterica	enterica serovar Cubana	AR-0402
GCF_008727615.1	Salmonella enterica	enterica serovar Stanley	AR-0403
GCF_002234515.1	Salmonella enterica	enterica serovar Mbandaka	SA20026234
GCF_003710205.1	Salmonella enterica	enterica serovar Mbandaka	CFSAN076213
GCF_002952975.1	Salmonella enterica	enterica serovar Kentucky	PU131
GCF_004354325.1	Salmonella enterica	enterica serovar Kentucky	K13SK002
GCF_009667765.1	Salmonella enterica	enterica serovar Kentucky	161365
GCF_009667835.1	Salmonella enterica	enterica serovar Kentucky	162835
GCF_013376955.1	Salmonella enterica	enterica serovar Kentucky	VNSEC013
GCF_016454165.1	Salmonella enterica	enterica serovar Kentucky	CVM 30177
GCF_000007545.1	Salmonella enterica	enterica serovar Typhi	Ty2
GCF_901457615.1	Salmonella enterica	enterica serovar Typhi	4316STDY6559669
GCF_901457625.1	Salmonella enterica	enterica serovar Typhi	4316STDY6559672
GCF_004194605.3	Salmonella enterica	enterica serovar Albany	sg_wt5
GCF_014394985.2	Salmonella enterica	enterica serovar Albany	R17.5974
GCF_014805785.2	Salmonella enterica	enterica serovar Albany	R16.0556
GCF_014840915.2	Salmonella enterica	enterica serovar Albany	R16.0431
GCF_015159575.1	Salmonella enterica	enterica serovar Albany	R17.2117
GCF_015708295.1	Salmonella enterica	enterica serovar Albany	R17.4301
GCF_016025375.1	Salmonella enterica	enterica serovar Albany	R15.2267
GCF_016025395.1	Salmonella enterica	enterica serovar Albany	R13.1544
GCF_016025435.1	Salmonella enterica	enterica serovar Albany	R16.1424
GCF_000210855.2	Salmonella enterica	enterica serovar Typhimurium	SL1344
GCF_000195995.1	Salmonella enterica	enterica serovar Typhi	CT18
GCF_014854835.1	Salmonella enterica	enterica serovar Kottbus	Kharkiv
GCF_900086565.1	Salmonella enterica	enterica serovar Java	NCTC5706
GCF_004358925.1	Salmonella enterica	enterica serovar Goldcoast	R18.0877
GCF_006228345.1	Salmonella enterica	enterica serovar Goldcoast	Sal-5364
GCF_014858545.1	Salmonella enterica	enterica serovar Goldcoast	R18.1656
GCF_014858565.1	Salmonella enterica	enterica serovar Goldcoast	R18.1074
GCF_002224405.1	Salmonella enterica	enterica serovar Indiana	D90
GCF_005221485.1	Salmonella enterica	enterica serovar Indiana	JT 01
GCF_006517035.1	Salmonella enterica	enterica serovar Indiana	SJTUF87912v2 food
GCF_006517075.1	Salmonella enterica	enterica serovar Indiana	SJTUF13520v2 food
GCF_008330205.1	Salmonella enterica	enterica serovar Indiana	FJC33
GCF_008369665.2	Salmonella enterica	enterica serovar Indiana	K16SI097
GCF_012052085.1	Salmonella enterica	enterica serovar Indiana	SI174
GCF_012052445.1	Salmonella enterica	enterica serovar Indiana	SI173
GCF_012052605.1	Salmonella enterica	enterica serovar Indiana	SI102
GCF_012052805.1	Salmonella enterica	enterica serovar Indiana	SI115
GCF_012052965.1	Salmonella enterica	enterica serovar Indiana	SI170
GCF_012053145.1	Salmonella enterica	enterica serovar Indiana	SI111
GCF_012053325.1	Salmonella enterica	enterica serovar Indiana	SI108
GCF_012053525.1	Salmonella enterica	enterica serovar Indiana	SI96
GCF_012053725.1	Salmonella enterica	enterica serovar Indiana	SI43
GCF_012053905.1	Salmonella enterica	enterica serovar Indiana	SI67
GCF_012054045.1	Salmonella enterica	enterica serovar Indiana	SI85
GCF_014217955.1	Salmonella enterica	enterica serovar Indiana	222
GCF_015697765.1	Salmonella enterica	enterica serovar Indiana	S530
GCF_000011885.1	Salmonella enterica	enterica serovar Paratyphi A	ATCC 9150
GCF_000008105.1	Salmonella enterica	enterica serovar Choleraesuis	SC-B67
GCF_001941405.1	Salmonella enterica	enterica serovar Cerro	87
GCF_002234795.1	Salmonella enterica	enterica serovar Manhattan	SA20084699
GCF_009387895.1	Salmonella enterica	enterica serovar Schwarzengrund	12888
GCF_009388185.1	Salmonella enterica	enterica serovar Schwarzengrund	9355
GCF_016454205.1	Salmonella enterica	enterica serovar Schwarzengrund	CVM 30168
GCF_011057955.1	Salmonella enterica	enterica serovar Rissen	GJ0703-2
GCF_000016045.1	Salmonella enterica	enterica serovar Newport	SL254
GCF_000020745.1	Salmonella enterica	enterica serovar Schwarzengrund	CVM19633
GCF_000020925.1	Salmonella enterica	enterica serovar Dublin	CT_02021853
GCF_006874805.1	Salmonella enterica	enterica serovar 4,5,12:i:-	USDA15WA-1
GCF_009756455.1	Salmonella enterica	enterica serovar 4,5,12:i:-	PNCS009777
GCF_009756475.1	Salmonella enterica	enterica serovar 4,5,12:i:-	PNCS014875
GCF_009756515.1	Salmonella enterica	enterica serovar 4,5,12:i:-	PNCS014854
GCF_009756555.1	Salmonella enterica	enterica serovar 4,5,12:i:-	PNCS015054
GCF_009756585.1	Salmonella enterica	enterica serovar 4,5,12:i:-	PNCS014863
GCF_009756605.1	Salmonella enterica	enterica serovar 4,5,12:i:-	PNCS009991
GCF_000020885.1	Salmonella enterica	enterica serovar Agona	SL483
GCF_000020705.1	Salmonella enterica	enterica serovar Heidelberg	SL476
GCF_000018385.1	Salmonella enterica	enterica serovar Paratyphi C	RKS4594
GCF_003030265.1	Salmonella enterica	enterica serovar Concord	CFSAN018747
GCF_008727535.1	Salmonella enterica	enterica serovar Concord	AR-0407
GCF_009650055.1	Salmonella enterica	enterica serovar Hvittingfoss	AUSMDU00005056
GCF_016452045.1	Salmonella enterica	enterica serovar Uganda	CVM 35009
GCF_016454525.1	Salmonella enterica	enterica serovar Uganda	CVM 22437
GCF_016454545.1	Salmonella enterica	enterica serovar Uganda	CVM 22436
GCF_016454725.1	Salmonella enterica	enterica serovar Uganda	CVM 20723
GCF_000251025.1	Salmonella enterica	houtenae	ATCC BAA-1581
GCF_000385905.1	Salmonella enterica	enterica serovar Typhi	Ty21a
GCF_000009505.1	Salmonella enterica	enterica serovar Enteritidis	P125109
GCF_000026565.1	Salmonella enterica	enterica serovar Paratyphi A	AKU_12601
GCF_000027025.1	Salmonella enterica	enterica serovar Typhimurium	D23580
GCF_000493535.2	Salmonella enterica	enterica serovar Typhimurium	DT2
GCF_002094915.1	Salmonella enterica	enterica serovar Pomona	2012K-0678
GCF_000022165.1	Salmonella enterica	enterica serovar Typhimurium	14028S
GCF_008244785.1	Salmonella enterica	enterica serovar Typhimurium	14028S substr. GXS275
GCF_008244805.1	Salmonella enterica	enterica serovar Typhimurium	14028S substr. GXS259
GCF_008244825.1	Salmonella enterica	enterica serovar Typhimurium	14028S substr. GXS254
GCF_008244845.1	Salmonella enterica	enterica serovar Typhimurium	14028S substr. JY996
GCF_003071545.1	Salmonella enterica	enterica serovar Corvallis	12-01738
GCF_008727555.1	Salmonella enterica	enterica serovar Corvallis	AR-0406
GCF_000230875.1	Salmonella enterica	enterica serovar Infantis	SARB27
GCF_001953035.1	Salmonella enterica	enterica serovar Dublin	ATCC 39184
GCF_000335875.2	Salmonella enterica	enterica serovar Enteritidis	18569
GCF_000486165.2	Salmonella enterica	enterica serovar Saintpaul	SGSC 2206
GCF_003073575.1	Salmonella enterica	enterica serovar Montevideo	531954
GCF_003073495.1	Salmonella enterica	enterica serovar Senftenberg	361154004
GCF_000238455.2	Salmonella enterica	enterica serovar Montevideo	42N
GCF_000272775.4	Salmonella enterica	enterica serovar Newport	CVM 22425
GCF_000272755.4	Salmonella enterica	enterica serovar Newport	CVM 21538
GCF_000272735.4	Salmonella enterica	enterica serovar Newport	CVM 22513
GCF_000272715.4	Salmonella enterica	enterica serovar Newport	CVM 21550
GCF_000272895.2	Salmonella enterica	enterica serovar Newport	CVM 22462
GCF_000272815.2	Salmonella enterica	enterica serovar Newport	CVM N18486
GCF_000188955.2	Salmonella enterica	enterica serovar Montevideo	507440-20
GCF_000430165.1	Salmonella enterica	enterica serovar 4,5,12:i:-	08-1736
GCF_000329365.2	Salmonella enterica	enterica serovar Enteritidis	CDC_2010K_0968
GCF_000187565.1	Salmonella enterica	enterica serovar Choleraesuis	A50
GCF_000192085.1	Salmonella enterica	enterica serovar Dublin	3246
GCF_000188735.1	Salmonella enterica	enterica serovar Typhimurium	ST4/74
GCF_002741885.1	Salmonella enterica	enterica serovar Gaminara	CFSAN070644; 24N attTn7:: Ptrc-gfpUV-cat; bright fluorescence
GCF_000280315.2	Salmonella enterica	enterica serovar Enteritidis	77-1427
GCF_004006075.1	Salmonella enterica	enterica serovar Braenderup	ATCC BAA-664
GCF_000271885.2	Salmonella enterica	enterica serovar Newport	Levine 1
GCF_000271905.2	Salmonella enterica	enterica serovar Newport	Levine 15
GCF_001975305.1	Salmonella enterica	enterica serovar Bardo	SA20113257
GCF_000486365.2	Salmonella enterica	enterica serovar Thompson	ATCC 8391 CFSAN000736
GCF_000486445.2	Salmonella enterica	enterica serovar Sloterdijk	ATCC 15791
GCF_000487295.3	Salmonella enterica	enterica serovar Choleraesuis	ATCC 10708
GCF_000486585.2	Salmonella enterica	enterica serovar Rubislaw	ATCC 10717
GCF_000240905.2	Salmonella enterica	enterica serovar Pomona	ATCC 10729
GCF_000486725.2	Salmonella enterica	enterica serovar Paratyphi A	ATCC 11511
GCF_000487255.2	Salmonella enterica	enterica serovar Chester	ATCC 11997
GCF_000487575.2	Salmonella enterica	enterica serovar Anatum	ATCC BAA-1592
GCF_000486915.2	Salmonella enterica	enterica serovar Mbandaka	ATCC 51958
GCF_000213635.1	Salmonella enterica	enterica serovar Typhimurium	UK-1
GCF_000486815.2	Salmonella enterica	enterica serovar Oranienburg	0250 CFSAN001285
GCF_000483715.2	Salmonella enterica	enterica serovar Newport	WA_14882
GCF_003184425.1	Salmonella enterica	enterica serovar Enteritidis	RM2968
GCF_000486405.2	Salmonella enterica	enterica serovar Tennessee	TXSC_TXSC08-19
GCF_000252875.1	Salmonella enterica	enterica serovar Typhimurium	798
GCF_000018705.1	Salmonella enterica	enterica serovar Paratyphi B	SPB7 SGSC4150; SPB7
GCF_000486345.2	Salmonella enterica	enterica serovar Typhimurium	SGSC 2193
GCF_000330485.2	Salmonella enterica	enterica serovar Pullorum	ATCC 9120
GCF_000487615.2	Salmonella enterica	enterica serovar Abony	ATCC 6017
GCF_000486045.2	Salmonella enterica	enterica serovar Heidelberg	SGSC 2215
GCF_000473275.1	Salmonella enterica	enterica serovar Thompson	RM6836
GCF_000494385.3	Salmonella enterica	enterica serovar Agona	392869-2
GCF_003590695.1	Salmonella enterica	enterica serovar Fresno	USMARC-69835
GCF_000235545.1	Salmonella enterica	enterica serovar Gallinarum/pullorum	RKS5078
GCF_000484195.3	Salmonella enterica	enterica serovar Agona	460004 2-1
GCF_000430105.1	Salmonella enterica	enterica serovar Heidelberg	41578
GCF_009648795.1	Salmonella enterica	enterica serovar Heidelberg	41578
GCF_000486855.2	Salmonella enterica	enterica serovar Minnesota	ATCC 49284
GCF_000487035.2	Salmonella enterica	enterica serovar Muenster	0315
GCF_000487015.2	Salmonella enterica	enterica serovar Muenster	420 CFSAN001301
GCF_000486765.2	Salmonella enterica	enterica serovar Panama	ATCC 7378
GCF_000493295.2	Salmonella enterica	enterica serovar Poona	ATCC BAA-1673
GCF_001975605.1	Salmonella enterica	enterica serovar Nitra	S-1687
GCF_000245535.1	Salmonella enterica	enterica serovar Typhi	P-stx-12
GCF_016864955.1	Salmonella enterica	enterica serovar Napoli	16-174478
GCF_000258365.1	Salmonella enterica	enterica serovar Heidelberg	B182
GCF_003073515.1	Salmonella enterica	enterica serovar Worthington	CFSAN051295
GCF_004923395.1	Salmonella enterica	enterica serovar Worthington	7101.67
GCF_004923415.2	Salmonella enterica	enterica serovar Worthington	7102.58
GCF_016452125.1	Salmonella enterica	enterica serovar Worthington	CVM 33836
GCF_016454225.1	Salmonella enterica	enterica serovar Worthington	CVM 30148
GCF_000439415.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000189
GCF_009648715.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000189
GCF_009667855.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000189
GCF_000748565.2	Salmonella enterica	enterica serovar Bareilly	CFSAN000228
GCF_003627015.2	Salmonella enterica	enterica serovar Bareilly	CFSAN000191
GCF_000698715.2	Salmonella enterica	enterica serovar Bareilly	CFSAN000211
GCF_000748245.2	Salmonella enterica	enterica serovar Bareilly	CFSAN000212
GCF_000487515.2	Salmonella enterica	enterica serovar Albany	ATCC 51960
GCF_001612515.1	Salmonella enterica	enterica serovar Weltevreden	1655
GCF_000698515.2	Salmonella enterica	enterica serovar Bareilly	CFSAN000661
GCF_009648835.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000661
GCF_004848885.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000669
GCF_009648755.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000669
GCF_004848545.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000700
GCF_004848685.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000752
GCF_009648735.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000752
GCF_004848405.1	Salmonella enterica	enterica serovar Bareilly	CFSAN000753
